Ref,Val,Package,PosX,PosY,Rot,Side
"J1","Conn_01x06_Pin","Molex_PicoBlade_53398-0671_1x06-1MP_P1.25mm_Vertical",112.350000,-97.925000,-90.000000,top
"J2","Conn_01x06_Pin","Molex_PicoBlade_53398-0671_1x06-1MP_P1.25mm_Vertical",117.850000,-97.925000,-90.000000,top
"J3","Conn_01x06_Pin","Molex_PicoBlade_53398-0671_1x06-1MP_P1.25mm_Vertical",123.450000,-97.925000,-90.000000,top
